no,content
138,가본다대구중구영어도서관대구 중구 달구벌대로 440길 27능소... lovehun28.blog.me 4....김광석거리 이번 대구여행 마지막 코스를 중구영어도서관에서 300m거리에 있는...
139,슬라임 한가득 담아서 터질듯<U+2763><U+FE0F> #대구여행 #다담뜰한식뷔페 #대구엑스코다담뜰 #대구동구맛집 #대구직업체험 #키자니아 #대구엑스코 #대구리틀소시움...
140,"대구로 여행 오세요! #진밭골야영장 #청라버스 도시 숲속에서 힐링하기, 진밭골... 위치 : 대구 수성구 범물동 951 - 문의 : 053-666-3477 근대로의 대구여행 중구..."
141,"대구 시민 여러분, 그리고 대구를 여행하셨던 모든 분들, 혹은 대구 여행을 예정 중이신 분들을 위한 공모전 소식을 들고 왔습니다. 여행의 필수는 모다? 바로..."
142,서울오니 에어컨 바람이 추웠으니까여 ㅋㅋ 그렇게 대구 여행을 끝내고 마지막으로 동대구역을 ㅋㅋ 조금 일찍 왔기 때문에 바로 옆 신세계 백화점에 들렸는데요?...
143,얼마 전 다녀온 대구 수목원의 온실 꽃들의 사진을 모아본다. 사계절 언제 가도 아름다운 꽃들을 볼 수 있는 대구 수목원의 온실... 이곳에 오면 늘 들리는 선인장 온실...
144,좋아하는 도시가 대구입니다ㅠㅡㅠ 좋은 기억밖에 없어... 나는 트랜스 대구인.. 커피와 디저트 미식의 도시 대구 사랑합니다 #대구카페 #대구여행 #동대구역카페 #인문공학
145,[대구여행/전시]대구수창청춘맨숀 - Inside out(인사이드 아웃) : 안팎을 뒤집어 2019. 07. 13 대구의 대표적인 도시재생지이자 새로운 문화지구로 떠오르고 있는...
146,안녕하세요 오늘은 대구에 놀러가면 필수적으로 둘러볼만한 숨은 맛집들이 가득한 서문시장 탐방기를 적어보려고 해요 :) 서문시장은 대구의 대표적인 재래 시장이며...
147,(국일 따로국밥을 갔어야 했어...소근소근) ㅋㅋ 관광은 1도 없고 먹방만 있는 1박2일간의 대구여행 이렇게 정말 힘든 1박2일을 대구에서 보내고 친구 결혼식 때문에 아주...
148,이번에 대구로 여행갈때에는 카메라 안가져간것이 후회가되지는않았다. 내가 뭐... #아이폰가지고떠난국내여행 #PICA #사진어플추천 #대구여행 #국내여행 #사진일기
149,오늘 소개할 대구 약령시한의약박물관은 대구여행 필수 코스죠. 대구 중구 약전골목이라고 하는 이곳에 예전 한약을 거래 하던 한약시장을 약령시라고 하는데 이렇게...
150,녹음이 우거지기 시작하고 튤립 등 봄꽃이 가득한 대구수목원에서 아침 운동을... 다양한 온실과 볼거리가 가득한 대구수목원의 요즘 풍경을 포스팅한다. 수목원...
151,12 밤도깨비여행_퇴근 후 여행 2박3일 대구여행 여러분 안녕하세요 류진입니다 >.ㅇ 저희는 드디어 김광석길에 도착했어요 !!! 밥도 먹구 ... 청라언덕도 돌았는데 이때가...
152,"오늘 지기가 소개해 드릴 내용은 #대구여행 오신 분들, 또는 대구에서 문화생활을... 개인으로 미술관을 오시는 일도 많겠지만 여행을 오시거나 학생들과 또는..."
153,대구문학관 향촌문화원 대구여행 역사여행을 계획한다면 꼭 가봐야 할 곳 대구의 문화 역사를 문학과 함께 꾸며진 곳 14. 약령시 한의약 박물관 길 + 굴국밥 점심...
154,"하였다 ▶찾아가기 : 대구광역시 동구 불로동 산 335 ▶전화 : 053-985-6408 ▶주차장... 불로동 고분군, 새로운 여행지를 찾은 의미있는 시간이었다 크게 기대를 안하고..."
155,"의미 있는 우리의 역사를 되돌아보고 배우는 여행지랍니다 1박2일 대구여행일정 2일차 코스 여행 1일차에는 대구 현대문화, 맛여행을 중심으로 즐겼다면 여행..."
156,미련 맞게 먹었나 다소 후회했지만 그래도 쌀 한톨 먹지 않은 밀가루덕후의 알찬 먹방여행이었다. #대구여행 #대구맛집 #대구먹거리
157,대구 여행 2018 대구 관광사진 공모전 수상작 소개 지난 9월 진행되었던 2018 대구 관광사진 공모전! 참여해주신 많은 분께 감사의 인사를 드립니다. :-) 아름다운 대구의...
158,대구가시면 꼭해보세요! 안녕하세요 여행하는 나우쮸입니다 :) 오늘은 #대구여행코스 #근대골목투어 해본 이야기를 해볼까해요. 제가 아주 오래전에갔을때는 이런...
159,대구 달성여행 아름다운 화원유원지 사문진나루터에서 디아크까지 대구여행 대구 남서쪽 들을 휘감아 돌아가는 낙동강가에 자리하고 있는 화원동산 화원유원지는...
160,대구여행 가볼만한곳 청라언덕. 대구 중구 근대문화골목투어 또는 스탬프투어로 많이 찾아 가기도 합니다. 여러 코스가 있고 정해진 방향이 없으니 찾아보시고 또...
161,대구 여행 중 정말 필히 방문해야 할 명소라고 할 수 있다. 지난해에는 무려 100만... 가득한 대구에서 짧은 주말여행을 즐겨보는 것을 권한다. 대구 내 다양한 모습으로...
162,서울로 돌아가는 여행사 버스에 올라탄다. ^^ 태어나 처음 와 본 대구여행 .. 비를 맞으며 느껴본 .. 김광석의 느낌이 좋았던 하루 .. 나는 대구를 다녀왔다. ^^
163,1월 마지막 날은 대구에서 잘 보지 못하는 눈이 힘껏 내렸었는데요. 덕분에 대표 대구여행지인 마비정 벽화마을의 설경을 담을 수 있었답니다. 마비정 벽화마을 소식을...
164,대구-막창=0 어렵사리 쟁취한 맥쥬.. 민증을 두고와서 진짜 못 먹을 뻔 했는데 나이 말해주니 진작 얘기하지 그랬냐며 그냥 주심... 뭔데.. 그리고 이번 대구 여행의...
165,짧디 짧은 2박 3일 대구여행 주말여행의 마지막 날. 중앙로역에서 동대구역으로 가는 지하철을 타러 가는데 한 쪽 공간이 눈에 들어와서 한 번 들어가 봤다. 세상에 그때...
166,대구 여행 : 먹기만 한 대구에서의 1박 기록 내 블로그에 처음 오시는 분들 위한... 전 여행을 꼭 가야 하는 상황이었다. 그렇게 계획하게 된 것이 바로 홋카이도...
167,대구여행의 새로운 경험~ 김광석 버스를 타고 대구 투어를 하자. 도시를 여행하는 방법은 도보나 대중교통 또는 자가용을 이용하여 그 도시의 유명지를 찾아가는 방법을...
168,"경주, 대구 여행 10월 10일 1박 2일로 경주 여행을 갔다. 운호아동센터 아이들과... 대구 수목원 - 쓰레기터 위에 세워진 수목원인데 아주 잘 꾸며져 있었다. 저녁식사..."
169,"지난 주 , 대구에 짤막하게 1박2일을 다녀왔어요 너무 오랜만에 간, 대구 짧았지만... 실제로 가시면 정말 사진 많이 찍으세요 ^^ #김광석 거래 #대구여행 #김광석길"
170,[대구여행] 발 담그기 성지???.. 대구 화원자연휴양림.. 오늘로서 휴가 끝난 외계지용입니다.. (아.. 슬프다.. ㅠ ㅠ) 이번 휴가의 특징이라면 계획만 장황하게 세웠지.....
171,대구여행중 마지막 코스를 어디에서 보낼까 고민하다 방문한 대구앞산카페거리 슈만과클라라 대구카페거리에 카페들이 많아서 어디로 갈지 고민하다 마음에 드는...
172,내가 직접 다녀온 대구여행코스 대구 가볼만한곳 총정리 오늘은 99% 도보여행으로 다녀온 여행이야기를 풀어보려고 한다. 아마 커플데이트 또는 가족과 함께 주말...
173,이른 아침 동대구 일대를 내려다 보았다. 왈칵 행복했다. 해외여행에서 느낄 수 있는 복합적인 감정을 대구여행을 통해 80%는 느꼈던 거 같으니 이게 얼마나 가성비 좋은...
174,네비게이션이 잘 발달되어 있기 때문에 자가용으로 오시는 경우에는 걱정할 필요가 없을것 같구요~ 대구 여행코스 이월드는 대구지하철 2호선 두류역에 내려 도보...
175,"[대구여행] 달성군 송해공원 금굴 (금동굴) 대구에는 볼 거리가 많지만, 굴은... 다시 250m를 내려가면 됩니다 도착! 사진 한 번 찍고~ 오늘의 금굴 여행 완료!"
176,기억하세요. 그리고 010.6240.9522 로 꼭 예약하고 가세요. #보정잘해주는 꽃길사진관 #친절한 꽃길 사진관 #대구사진관 #대구여행 #근대골목 #모던걸룩
177,"대구 골목투어 대구 근대투어 대구가 근대골목 투어로 유명한데, 1박 2일이라는... 시간 여행하는 느낌이었다. 이것 또한 근대 골목 투어가 아닐까? 오래된 건물과 오래된..."
178,대구여행가볼만한곳 김광석거리-야간에 첨 가봤어요 대구에 살면서 김광석거리를 몇번 가봤는데 저 저녁에 찾아가본거 첨인거 같아요!! 너무 오랜만에 가서인지 많이...
179,"대구스타디움 주변 가로수길에도 단풍이 한창 곱더군요. 이번주 토,일 시간나시면 들러 보시길... 행복한 가을여행 만추 즐기시길.."
180,진짜 대구에 온다면 대구 여행코스로 이월드를 선택하세요. 남자친구가 있다면 남자친구와 오는 것도 정말 좋을 것 같네요. 보세요. 진짜 이런 예쁜 느낌 너무너무...
181,여행의 재미는 배가 될테니까 말이다. 5월 대구 여행을 계획하는 사람들을 위해 축제 소식을 공유할까 한다. 5월 2일부터 4일까지 종로골목 일원에서 열리는 대구 종로...
182,오늘의 카페 - 동성로카페 코러스커피 급 떠난 대구여행에서 가장 마음에 들었던... 커피한잔 마시고 온갖 대접 다 받는 기분 ㅎㅎㅎㅎ 그래도 좋닿ㅎㅎㅎ 대구 사람들 넘...
183,"친구가 일요일도 일해서 생각했던 박물관, 역사여행코스로는 돌아다니지 못했지만... 체인점이 아니라 대구에만 있답니다. 이렇게 대구여행 끝~! 자주가는 곳이지만..."
184,한국서원#달성군#달성군여행#달성군관광#대구여행#대구시 여행#대구시관광#공공팸투어#달성군문화관광#도산서원#돈암서원#병산서원#소수서원#옥산서원#무성서원...
185,3일 대구여행입니다 ! 2박3일이지만 꽉찬 2박2일여행이라고 봐야겠죠 하하하 대구는 생각보다 코스가 시간이 남아돌아서 1박2일로도 충분할것 같지만 밤에 즐길거리가...
186,[대구/중앙떡볶이] 백종원의 3대천왕에 나온 유명한 떡볶이 집! 중앙떡볶이에 다녀왔어용 안녕하세요~ 먀꿈입니다!한... 3달전에 대구 여행을 다녀왔는데요...
187,대구 여행중인데 숙소 문의가 많아서 급하게 포스팅을 해봅니다. 이 사진 한장으로... 엄훠 꼭대기 층에 위치해서 그런지 대구 시내가 훤히 보이더라고요. 일단 찍고...
188,"1운동 기념전은 나가자고 난리, 무거운느낌이 무서웠나보다 미술관갔다가 집에가기 아쉬워서 예전에 인정이랑 대구근대골목여행했던게 생각나서, 동산병원은 뷰가..."
189,"온 여행인걸 아시고는 대구여행꿀팁을 알려주셨다. 사진처럼 청라버스 안에는 TV가 있어 청라버스를 타는 순간부터 대구 안내 영상이 나오고, 각 정류소별 안내 영상이..."
190,12 밤도깨비여행_퇴근 후 여행 2박3일 대구여행 안녕하세요 여러분 류진이에요 >.ㅇ 저희는 숙소에서 느긋하게 쉬다가 준비하고 나와서 대구역으로 향했어요 2일차...
191,#대구여행 #대구근대로의여행 #근대골목투어 #3.1운동만세길 날이 너무 좋아서 어디 들어가기는 아까워서 세 식구 나섰던 길. 대구 근대 골목투어 2코스를 가보았다...
192,"대구 여행, 대구 가볼만한곳, 옻골마을, 비보숲, 대구 안녕하세요 진진입니당... 바람은 선선하고 햇빛은 따뜻한 요즘이 딱 여행가기 좋은 시기인 것 같은데요 그리하여..."
193,오늘은 지난주 휴가를 겸해 #대구여행 차 다녀온 대구 반월동의 #예스24 #중고서점 소개드릴께요. 대구반월동 예스24 중고서점 예스24 중고서점_대구반월당점...
194,대구여행 [대구 먹거리] 안녕하세요 :) 지난 주말 갑자기 뭉이가 대구로 가야한대서 저도 부랴부랴 짐싸서 따라갔어요. 갑작스런 여행이었지만 급한 일들은 미리 다...
195,대구여행 시리즈! 대구 서문시장 야시장~ 끝장나네~ 여행하는 캠핑블로거 집시맨입니다. 대구여행 서문시장 야시장 다녀온 이야기와 서문시장에 대해서 소개해 볼게요....
196,2019.1.11 친구와 무작정 떠났던 대구 여행 #어나더어썸 #anotherawesome #에그피자 인스타... 크림치즈찰떡빵 만주 인기많은 이유가 있넹 이렇게 1박2일 대구 먹방여행 ㅎ 끝!
197,재방문의사 100~~ 녹양구이 두산동점 (수요미식회 178회) -영업정보- 매일 12:00~ 01:00 명절당일 휴무 #대구여행 #맛집 #대구맛집 #양지오드레기 #뭉티기 #여행 #커플여행...
198,전 대구여행을 하면서 방천시장의 김광석거리를 찾았던 적이 있었다. 당시 대구 근대거리 골목과 함께 핫플레이스였던 김광석 거리. 수 년이 지난 지금도 대구를...
199,12 밤도깨비여행_퇴근 후 여행 2박3일 대구여행 동성로에서 식사 [태산만두] - 청라언덕 - 김광석길 - 수성못 - 서문야시장 여러분 안녕하세오 류진입니다 >.ㅇ 2일차...
200,대구여행 오는분들 대구더위를 이월드에서 날리고가셔요!! 분장한건가요..? 무시무시하네요. 인체실험실이라니 명칭부터 살벌.. 전부 직접 가서 보면 어떨지 궁금하고...
201,가기 전부터 무척 떨리긴했지만 성격상 무계획으로 다녀온 #대구 대구. 여행지 선정의 기준은 굉장히 단순 (실제 절 담당 직원분께서 왜 왔냐며 굉장히 신기해 하심) 1....
